table,question,date,response,BBC - TV,BBC - Radio,BBC Online/ app,ITV,STV,UTV,ITV Wales,Channel 4,Channel 5,Sky,Newspapers (printed),Newspapers (online),Advertising,Commercial Radio,Podcasts,Direct from World Health Organisatio n (WHO) website/ email/text/ post,Direct from NHS website/ email/text/ post,Direct from Government website/ email/text/ post,Official scientists,Direct from Local health service website/ email/text/ post,Direct from Local council website/ email/text/ post,Facebook,Twitter,Instagram,Snapchat,YouTube,WhatsApp,WhatsApp group(s),Facebook messenger,Apple iMessage,Search engine (e.g. Google),"Websites/ apps of online news organisatio ns like Buzzfeed, Huffington Post, Vice, etc.",Websites or apps that bring together news from different news providers,"Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox etc",Email,"Smart speaker (e.g. Amazon Echo, Google Home)",Family and friends directly,People in your local area/ neighbourho od,Other 1,Other 2,Other 3,BBC Alba,S4C,RTÉ,"""Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids"" such as The Daily Mail or Daily Express ( printed )","""Red-top tabloids"" such as The Sun or Daily Mirror ( printed )","""Broadsheet s"" such as The Times or Guardian ( online )","""Mid-market tabloids"" such as MailOnline or Express ( online )","""Red-top tabloids"" such as The Sun or Mirror ( online )",Magazines,Cool FM,Community Radio,Direct from UK Government website/ email/text/ post,Direct from Scotland Government website/ email/text/ post,Direct from Wales Government website/ email/text/ post,Direct from Northern Ireland Government website/ email/text/ post,Celebrity and/or social media influencer,"“Broadsheet s"" such as The Times or Guardian ( printed )","""Mid-market tabloids” such as MailOnline or Express ( online )","Local sources across TV, radio and online","Nonmainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc","Smart speaker/ display (e.g. Amazon Echo, Google Home)","Direct Mail, e.g. leaflets or other types of information that you get through the letterbox","Flyers, e.g. leaflets that you may be given or find when out and about","Stickers, e.g. on lamp posts or other places in your neighbourho od"
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,61,12,17,6,4,6,6,8,1,4,8,11,2,9,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,231,78,66,31,37,38,30,28,3,32,59,47,8,35,8,51,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,,,,,,,,,,,,,,,,,,,,,2.66,3.01,2.79,2.8,3.28,3.11,3.01,2.99,3.6,3.5,3.15,3.26,3.36,3.28,3.58,3.63,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,0.93,0.89,1.01,1.01,0.92,0.94,0.94,1.03,0.99,0.83,0.86,0.83,0.92,0.9,0.93,0.87,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,2,,,,,,,,,,,,,,,,,47,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,1,,,,,,,,,,,,,,,,,52,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,1,,,,,,,,,,,,,,,,,14,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,-,-,,,,,,,,,,,,,,,,,13,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,-,,,,,,,,,,,,,,,,,24,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,,,,,,,,,,,,,,,,,8,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,,,,,,,,,,,,,,,,7,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,,,,,,,,,,,,,,,,,15,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.52,5,,,,,,,,,,,,,,,,,2.86,,,,,,,,
Table 26,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1.02,-,,,,,,,,,,,,,,,,,1,,,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,1048,402,492,543,52,23,37,223,93,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,,119,78,222,,,,,,,,,,,94,142,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,1066,424,499,565,48,25,35,220,100,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,,122,84,213,,,,,,,,,,,96,147,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,734,327,383,405,38,14,31,161,65,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,7,2,,54,37,155,,,,,,,,,,,75,53,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,262,121,151,134,14,4,10,52,22,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,15,9,35,,,,,,,,,,,20,19,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,4,472,206,232,271,24,10,20,108,43,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,7,2,,39,27,119,,,,,,,,,,,55,35,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,3,240,70,91,137,9,10,5,48,21,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,1,,48,38,43,,,,,,,,,,,21,67,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,2,60,21,17,15,1,-,-,4,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,,18,6,7,,,,,,,,,,,-,21,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,32,6,8,8,-,-,-,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,2,3,8,,,,,,,,,,,1,6,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,92,27,24,24,1,-,-,11,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,,19,9,15,,,,,,,,,,,1,27,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Mean,3.82,3.98,4.01,3.9,4.05,3.73,4.16,3.89,3.67,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8,3.14,,3.39,3.4,3.79,,,,,,,,,,,3.97,3.26,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.97,0.88,0.87,0.84,0.76,0.73,0.64,0.9,1.1,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0.43,0.97,,0.94,0.92,0.89,,,,,,,,,,,0.7,0.99,,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,,,,,,,,,,,,,56,252,60,82,298,,122,127,152,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,53,6,51,272,50,25,8,,,,316,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,,,,,,,,,,,,,59,256,60,77,292,,130,124,149,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,56,6,57,273,48,26,8,,,,322,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,,,,,,,,,,,,,24,155,32,64,274,,120,114,129,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,36,4,34,199,42,22,7,,,,212,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,,,,,,,,,,,,,10,40,7,38,168,,62,64,53,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,2,9,89,25,11,2,,,,61,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,4,,,,,,,,,,,,,14,115,24,26,107,,58,50,76,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22,2,26,110,16,11,5,,,,151,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,3,,,,,,,,,,,,,25,90,25,8,13,,9,8,19,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,14,1,21,60,3,4,1,,,,94,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,2,,,,,,,,,,,,,9,8,1,1,3,,-,2,1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,-,1,8,4,-,-,,,,10,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,,,,,,,,,,,,,1,3,2,5,2,,1,-,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,-,-,7,-,-,-,,,,6,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,,,,,,,,,,,,,10,11,3,5,5,,1,2,2,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,-,1,15,4,-,-,,,,15,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,,,,,,,,,,,3.4,3.71,3.57,4.2,4.49,,4.39,4.42,4.21,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3.8,4.18,3.73,3.97,4.31,4.29,4.18,,,,3.78,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,,,,,,,,,,,,,0.99,0.8,0.86,1.07,0.7,,0.67,0.69,0.72,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.96,0.84,0.75,0.94,0.9,0.72,0.59,,,,0.85,,,,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,239,137,38,178,106,58,77,20,258,215,312,,167,,513,136,,,,,,,,,,,,,,,,,,,,33,,,,154,62,37,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,240,151,47,178,111,64,72,22,277,210,313,,172,,518,138,,,,,,,,,,,,,,,,,,,,32,,,,150,62,34,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,87,43,18,76,52,19,23,11,133,72,123,,69,,308,46,,,,,,,,,,,,,,,,,,,,13,,,,74,39,20,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,22,9,8,26,16,5,11,5,25,11,29,,13,,103,8,,,,,,,,,,,,,,,,,,,,3,,,,29,15,8,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,4,,,,,,,,,,,,,,,,,,,,,,,64,34,11,49,36,14,12,6,108,62,95,,56,,205,37,,,,,,,,,,,,,,,,,,,,10,,,,45,24,12,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,3,,,,,,,,,,,,,,,,,,,,,,,108,61,13,68,35,34,32,6,117,101,149,,80,,180,64,,,,,,,,,,,,,,,,,,,,13,,,,47,19,9,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,2,,,,,,,,,,,,,,,,,,,,,,,36,35,15,26,19,10,12,4,21,25,33,,20,,24,20,,,,,,,,,,,,,,,,,,,,5,,,,16,4,4,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,10,12,2,8,5,1,5,1,7,11,8,,2,,6,8,,,,,,,,,,,,,,,,,,,,*,,,,13,-,2,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,46,47,16,34,24,11,17,4,28,36,40,,22,,30,28,,,,,,,,,,,,,,,,,,,,6,,,,29,4,6,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,3.22,2.95,3.17,3.34,3.35,3.19,3.16,3.51,3.44,3.17,3.33,,3.34,,3.73,3.13,,,,,,,,,,,,,,,,,,,,3.3,,,,3.41,3.81,3.57,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,0.95,1,1.15,1.04,1.07,0.83,1.1,1.15,0.85,0.9,0.87,,0.83,,0.87,0.94,,,,,,,,,,,,,,,,,,,,0.91,,,,1.17,0.89,1.16,,
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6,2,,,,,,,,,,,,,,,,,,,,,,,,29,24
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,2,,,,,,,,,,,,,,,,,,,,,,,,28,27
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4,1,,,,,,,,,,,,,,,,,,,,,,,,14,16
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,3
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,-,,,,,,,,,,,,,,,,,,,,,,,,11,13
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,13,8
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,*,-,,,,,,,,,,,,,,,,,,,,,,,,1,-
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,-,3
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,*,-,,,,,,,,,,,,,,,,,,,,,,,,1,3
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,3.84,3.67,,,,,,,,,,,,,,,,,,,,,,,,3.54,3.45
Table 34,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1,-,,,,,,,,,,,,,,,,,,,,,,,,0.71,1.13
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,1561,598,775,755,62,37,37,406,141,571,365,768,142,288,75,211,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,1550,581,758,773,71,36,33,404,143,578,379,743,149,288,74,205,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,NET: Trust,1284,499,635,632,59,34,27,334,106,433,208,340,60,192,41,193,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,5 - Trust completely,589,213,265,261,28,21,12,136,43,164,47,62,13,56,11,145,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,4,695,286,370,371,31,13,15,198,63,268,161,279,47,136,29,48,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,3,213,66,103,118,11,2,5,61,29,112,147,304,55,85,31,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,2,38,13,14,17,1,1,1,8,5,27,20,84,25,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,1 - Do not trust at all,14,3,5,6,-,-,-,1,2,6,5,14,8,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,NET: Do not trust,53,16,20,23,1,1,1,9,7,33,25,99,34,11,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Mean,4.16,4.19,4.15,4.12,4.21,4.49,4.16,4.14,3.98,3.96,3.59,3.39,3.21,3.81,3.65,4.63,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Standard deviation Standard error,0.82,0.76,0.78,0.8,0.75,0.69,0.79,0.76,0.88,0.87,0.82,0.86,1.02,0.81,0.83,0.66,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,,,,,,,,,,,,,,,,,,850,196,262,285,813,372,198,52,194,270,209,179,40,513,381,411,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,,,,,,,,,,,,,,,,,,828,181,248,285,820,371,207,55,193,263,201,176,46,483,354,403,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,NET: Trust,,,,,,,,,,,,,,,,,,738,163,224,232,120,99,42,10,64,54,50,35,15,211,105,186,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,439,108,150,110,16,13,8,3,17,7,10,8,11,39,20,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,4,,,,,,,,,,,,,,,,,,300,55,74,122,104,86,34,8,47,47,40,27,5,172,86,154,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,3,,,,,,,,,,,,,,,,,,72,16,20,48,372,170,80,22,87,127,94,93,13,227,164,169,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,2,,,,,,,,,,,,,,,,,,15,-,1,4,249,82,68,17,34,56,45,39,17,41,66,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,1 - Do not trust at all,,,,,,,,,,,,,,,,,,2,1,2,1,79,20,16,6,8,25,12,8,1,4,19,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,NET: Do not trust,,,,,,,,,,,,,,,,,,17,1,3,5,328,102,84,23,42,81,57,48,18,45,85,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Mean,,,,,,,,,,,,,,,,,,4.4,4.49,4.49,4.18,2.67,2.97,2.75,2.7,3.16,2.83,2.95,2.93,3.13,3.41,3.06,3.4,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Standard deviation Standard error,,,,,,,,,,,,,,,,,,0.75,0.71,0.72,0.78,0.89,0.9,0.95,1,0.95,0.93,0.93,0.86,1.22,0.79,0.93,0.85,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,73,895,312,78,12,5,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,73,890,307,81,14,8,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,NET: Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,36,459,86,71,8,2,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,5 - Trust completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,153,15,31,4,-,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q5. Trust in the sources for information/news about Coronavirus used in last week: Summary,ONLINE Fieldwork: 27th to 29th March 2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,25,305,72,40,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
